"","ONTOLOGY","ONT_DESCRIPTION","FDR","EA_VALUE","sample","GROUP","GROUP_1","GROUP_2","UP_DOWN","Disease"
"1","GO:0005524","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"2","GO:0000155","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"3","GO:0052692","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"4","GO:0016052","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"5","GO:0097054","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"6","GO:0043565","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"7","GO:0005975","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"8","GO:0009279","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"9","GO:0030246","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"10","GO:0004553","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"11","GO:0003678","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"12","GO:0016887","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"13","GO:0042910","molecular_function",4.44089209850063e-16,4.83563806281179e-14,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"14","GO:0016787","molecular_function",3.77475828372553e-15,3.89396117689581e-13,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"15","GO:0015297","molecular_function",4.66293670342566e-15,4.56967796935714e-13,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"16","GO:0004565","molecular_function",2.94209101525666e-14,2.74595161423955e-12,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"17","GO:0004560","molecular_function",1.18349774425042e-13,1.0543888994231e-11,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"18","GO:0006265","biological_process",4.10338429901458e-12,3.49679705481242e-10,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"19","GO:0004650","molecular_function",5.40456568387526e-12,4.41372864183146e-10,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"20","GO:0004386","molecular_function",9.2308383159434e-12,7.23697723969963e-10,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"21","GO:0008422","molecular_function",5.43053491064427e-10,4.09378785571645e-08,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"22","GO:0006261","biological_process",1.28223665019078e-09,9.30808827545901e-08,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"23","GO:0003917","molecular_function",1.47146739237769e-09,1.03002717466438e-07,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"24","GO:0005694","cellular_component",3.95507893102831e-09,2.67308782924672e-07,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"25","GO:0015093","molecular_function",5.30903121465087e-09,3.46856706023857e-07,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"26","GO:0009341","cellular_component",8.65260230131781e-09,5.470677584059e-07,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"27","GO:0055072","biological_process",2.00203515987596e-08,1.22624653542402e-06,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"28","GO:0006541","biological_process",3.36534653477827e-08,1.94002329651924e-06,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"29","GO:0006139","biological_process",4.30547981711271e-08,2.41106869758312e-06,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"30","GO:0006310","biological_process",8.51915165078765e-08,4.63820478765105e-06,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"31","GO:0004563","molecular_function",9.70901019581305e-08,5.00780525889305e-06,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"32","GO:0008658","molecular_function",1.00818039028283e-07,5.06675273065218e-06,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"33","GO:0008152","biological_process",1.98873553070023e-07,9.7448041004311e-06,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"34","GO:0051539","molecular_function",2.08177258764763e-07,9.82776851602788e-06,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"35","GO:0043139","molecular_function",2.10595039629169e-07,9.82776851602788e-06,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"36","GO:0046556","molecular_function",4.306247823882e-07,1.96284784530436e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"37","GO:0003887","molecular_function",5.71967396001405e-07,2.54785476400626e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"38","GO:0030976","molecular_function",7.30302878837463e-07,3.18087476115873e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"39","GO:0003896","molecular_function",7.80318802462432e-07,3.32483663657906e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"40","GO:0019829","molecular_function",9.69021836993988e-07,3.95683916772545e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"41","GO:1990077","cellular_component",1.48712821679275e-06,5.8295426098276e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"42","GO:0015562","molecular_function",1.83167881395718e-06,7.03939308893349e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"43","GO:0008408","molecular_function",2.48286458637281e-06,9.18191431941644e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"44","GO:0003684","molecular_function",2.54077869132896e-06,9.22208562037919e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"45","GO:0042545","biological_process",2.79473425868204e-06,9.75232682370969e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"46","GO:0000716","biological_process",2.87724788750054e-06,9.75232682370969e-05,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"47","GO:0006797","biological_process",3.23772599242211e-06,0.000105765715752456,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"48","GO:0003918","molecular_function",4.06162672839105e-06,0.000128399812703975,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"49","GO:0016757","molecular_function",4.15939644127228e-06,0.000129403444839582,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"50","GO:0015074","biological_process",4.40649761657141e-06,0.0001349489895075,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"51","GO:0009381","molecular_function",4.53483185292036e-06,0.000136742622026522,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"52","GO:0006064","biological_process",4.71044757199834e-06,0.000139886018804799,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"53","GO:0006065","biological_process",5.76882232383724e-06,0.00016699190797958,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"54","GO:0003979","molecular_function",5.87879676050562e-06,0.00016699190797958,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"55","GO:0045493","biological_process",6.83740713647296e-06,0.000191447399821243,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"56","GO:0008484","molecular_function",7.01337893982412e-06,0.000193608770733173,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"57","GO:0016798","molecular_function",7.20931637321343e-06,0.000196253612381921,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"58","GO:0043169","molecular_function",8.12939753358499e-06,0.000218268755696255,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"59","GO:0030983","molecular_function",8.40992577033628e-06,0.000222749385268366,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"60","GO:0003844","molecular_function",1.03880040228654e-05,0.00027147317179755,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"61","GO:0005978","biological_process",1.29202894676439e-05,0.000333207465218185,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"62","GO:0008795","molecular_function",1.45282295862526e-05,0.000369809480377338,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"63","GO:0009252","biological_process",1.64383598322271e-05,0.000407837788242596,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"64","GO:0042773","biological_process",1.62453210932334e-05,0.000407837788242596,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"65","GO:0004177","molecular_function",1.68224972461051e-05,0.000412151182529574,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"66","GO:0005886","cellular_component",1.7804695352952e-05,0.000430829665330691,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"67","GO:0006004","biological_process",1.91594080534152e-05,0.000457956582740168,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"68","GO:0042558","biological_process",1.93960635328505e-05,0.000458027524390205,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"69","GO:0000724","biological_process",2.70109733488955e-05,0.000622841267809825,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"70","GO:0008705","molecular_function",3.035121309658e-05,0.000691725321736008,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"71","GO:0019318","biological_process",3.14485788919239e-05,0.000708496719864032,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"72","GO:0004356","molecular_function",3.22613388238358e-05,0.000718548001076342,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"73","GO:0046373","biological_process",3.43411617222955e-05,0.000756277269389879,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"74","GO:0006269","biological_process",3.57505647086143e-05,0.000778567853654266,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"75","GO:0006090","biological_process",4.09128784708557e-05,0.000881200459372276,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"76","GO:0008955","molecular_function",4.26642354933726e-05,0.000899160231903337,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"77","GO:0008234","molecular_function",4.58469345205881e-05,0.000945894649056344,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"78","GO:0033179","cellular_component",4.56391632601694e-05,0.000945894649056344,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"79","GO:0006515","biological_process",4.6395131094612e-05,0.000947233926514995,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"80","GO:0009435","biological_process",4.95140457730248e-05,0.00100048999706318,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"81","GO:0009113","biological_process",5.1097432533842e-05,0.00102194865067684,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"82","GO:0003952","molecular_function",5.75634650359369e-05,0.0011396403178832,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"83","GO:0008184","molecular_function",5.84122216846783e-05,0.00114487954501969,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"84","GO:0050660","molecular_function",6.22009953723524e-05,0.00119523481303736,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"85","GO:0016836","molecular_function",6.59577934915001e-05,0.00125511917711981,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"86","GO:0006508","biological_process",7.08501532447059e-05,0.0013352528880733,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"87","GO:0008236","molecular_function",7.53613844537426e-05,0.00140674584313653,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"88","GO:0004034","molecular_function",7.65467783310214e-05,0.00141539325970568,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"89","GO:0008483","molecular_function",8.04975203632097e-05,0.00147453401786814,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"90","GO:0008808","molecular_function",9.03665398990228e-05,0.00162538367984272,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"91","GO:0004044","molecular_function",9.03912352565595e-05,0.00162538367984272,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"92","GO:0034335","molecular_function",0.000110526054916571,0.00195163123996828,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"93","GO:0004527","molecular_function",0.000109882833003838,0.00195163123996828,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"94","GO:0008901","molecular_function",0.000115645016255828,0.00202378778447698,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"95","GO:0008270","molecular_function",0.000118663099293759,0.00205822720898909,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"96","GO:0046872","molecular_function",0.000132375574498855,0.00225614022624136,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"97","GO:0006268","biological_process",0.000135754591808368,0.00229378448227932,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"98","GO:0008861","molecular_function",0.000141392201975954,0.00236862150318692,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"99","GO:0009360","cellular_component",0.000145326260404532,0.00241389381688884,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"100","GO:0008218","biological_process",0.000157105915772005,0.00258762684800949,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"101","GO:0071944","cellular_component",0.000159397166448749,0.00260348705199624,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"102","GO:0008137","molecular_function",0.000164506573775536,0.00266473458347149,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"103","GO:0006428","biological_process",0.000168995434583485,0.00269293538035473,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"104","GO:0016485","biological_process",0.000167877377174719,0.00269293538035473,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"105","GO:0006027","biological_process",0.00021814247935803,0.00336660834284834,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"106","GO:0004516","molecular_function",0.00024310660546556,0.00372256989619138,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"107","GO:0000287","molecular_function",0.000253842862670162,0.00379795428117188,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"108","GO:0015114","molecular_function",0.000274616947095629,0.00401072793873162,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"109","GO:0009358","cellular_component",0.000278295407993623,0.00401072793873162,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"110","GO:0006799","biological_process",0.000278295407993623,0.00401072793873162,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"111","GO:0002098","biological_process",0.000284821343545572,0.00407481630181986,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"112","GO:0009044","molecular_function",0.000290218365734063,0.00412194200607799,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"113","GO:0032049","biological_process",0.000296085242829092,0.00417501493485626,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"114","GO:0005436","molecular_function",0.000305711433959299,0.00424960574865409,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"115","GO:0044341","biological_process",0.000305711433959299,0.00424960574865409,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"116","GO:0045490","biological_process",0.000317389633458953,0.00438087099703907,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"117","GO:0009035","molecular_function",0.000344609965925891,0.00462627077544346,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"118","GO:0004151","molecular_function",0.000443703752115443,0.00587607671720452,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"119","GO:0004066","molecular_function",0.000457861122872494,0.00590399868967163,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"120","GO:0032790","biological_process",0.000455818208187964,0.00590399868967163,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"121","GO:0009228","biological_process",0.000476896961210893,0.00610926826126373,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"122","GO:0015813","biological_process",0.000494653311425064,0.00629558759995536,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"123","GO:0006424","biological_process",0.000514813750987719,0.00646817276882006,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"124","GO:0045910","biological_process",0.000543305949888717,0.00678267300498016,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"125","GO:0009380","cellular_component",0.000574190842459577,0.00712287374190361,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"126","GO:0005990","biological_process",0.000586763593084849,0.00714320895929382,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"127","GO:0006298","biological_process",0.000605656536433519,0.00728274117429262,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"128","GO:0052865","biological_process",0.000645718799965334,0.00771712712153691,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"129","GO:0034605","biological_process",0.000683045990186537,0.0081137584288825,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"130","GO:0046677","biological_process",0.000761619294082916,0.00893876536767973,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"131","GO:0009166","biological_process",0.000790076562754427,0.00921755989880165,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"132","GO:0006289","biological_process",0.000810421524710003,0.0093457307578006,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"133","GO:0008643","biological_process",0.000828774252293218,0.00949940078651876,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"134","GO:0050896","biological_process",0.000896434070103647,0.0101674145995882,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"135","GO:0008976","molecular_function",0.000905378828497838,0.0101985201371021,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"136","GO:0033104","cellular_component",0.000924768018539801,0.0102633337485513,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","UP","CU"
"137","GO:0005524","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"138","GO:0004565","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"139","GO:0071555","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"140","GO:0009252","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"141","GO:0042121","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"142","GO:0006261","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"143","GO:0000155","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"144","GO:0005737","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"145","GO:0000272","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"146","GO:0052692","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"147","GO:0046872","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"148","GO:0016052","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"149","GO:0005975","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"150","GO:0042910","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"151","GO:0009279","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"152","GO:0015297","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"153","GO:0045493","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"154","GO:0030245","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"155","GO:0030246","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"156","GO:0030983","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"157","GO:0004553","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"158","GO:0003678","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"159","GO:0008360","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"160","GO:0016887","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"161","GO:0006400","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"162","GO:1990077","cellular_component",3.33066907387547e-16,2.51867492379617e-14,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"163","GO:0005694","cellular_component",1.99840144432528e-15,1.41370786045334e-13,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"164","GO:0000049","molecular_function",3.10862446895044e-15,2.1303792063776e-13,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"165","GO:0008422","molecular_function",5.32907051820075e-15,3.5414095898225e-13,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"166","GO:0003887","molecular_function",7.99360577730113e-15,5.15587572635923e-13,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"167","GO:0003684","molecular_function",1.72084568816899e-14,1.07823274118703e-12,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"168","GO:0051301","biological_process",2.73114864057789e-14,1.66372471355203e-12,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"169","GO:0006310","biological_process",2.8421709430404e-14,1.68456239948313e-12,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"170","GO:0009432","biological_process",1.0991207943789e-13,6.34308395282352e-12,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"171","GO:0006298","biological_process",2.00173211339916e-13,1.12558936530368e-11,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"172","GO:0006265","biological_process",1.0689227281091e-12,5.71743303108112e-11,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"173","GO:0007049","biological_process",1.87094784109831e-12,9.76902051316334e-11,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
"174","GO:0003924","molecular_function",2.11142214823212e-12,1.07682529559838e-10,"FECAL","fecal.Control.control_vs_fecal.CU.3.meses","control","CU.3.meses","DOWN","CU"
