"Group","Ancestors","Ontology"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0008150, GO:0016043, GO:1903008, GO:0071840, GO:0006996, GO:0022411, GO:0009987","GO:0032790"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:1901360, GO:1901362, GO:0009110, GO:1901564, GO:0006066, GO:0009058, GO:1901566, GO:0006766, GO:0044237, GO:1901617, GO:0044281, GO:0046483, GO:0044283, GO:0034309, GO:0034308, GO:0018130, GO:0046165, GO:0034641, GO:0072528, GO:0072527, GO:0042723, GO:0008150, GO:0042724, GO:0006790, GO:0008152, GO:0006772, GO:1901576, GO:0042364, GO:0044249, GO:0009987, GO:1901615, GO:0006725, GO:0044272, GO:0006767, GO:0044271, GO:0006807, GO:0071704, GO:0019438","GO:0009228"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0008150, GO:0071705, GO:0055085, GO:1905039, GO:1902475, GO:0051938, GO:0046942, GO:1903825, GO:0006865, GO:0006810, GO:0009987, GO:0003333, GO:0006835, GO:0051234, GO:0051179, GO:0015807, GO:0015849, GO:0015800, GO:0015711, GO:0071702","GO:0015813"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0043604, GO:0043603, GO:0019538, GO:1901360, GO:0006520, GO:1901564, GO:0009059, GO:0009058, GO:1901566, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0006418, GO:0016070, GO:0006518, GO:0034641, GO:0090304, GO:0008150, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0043039, GO:0044249, GO:0043038, GO:0006139, GO:0009987, GO:0006412, GO:0006725, GO:0044271, GO:0006807, GO:0043043, GO:0010467, GO:0071704","GO:0006424"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0019219, GO:1901360, GO:0009892, GO:0051172, GO:0051052, GO:0000018, GO:0051171, GO:0048519, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0050794, GO:0019222, GO:0034641, GO:0090304, GO:0065007, GO:0008150, GO:0060255, GO:0008152, GO:0006310, GO:0048523, GO:0006259, GO:0045934, GO:0006139, GO:0009987, GO:0006725, GO:0006807, GO:0051053, GO:0010605, GO:0071704, GO:0080090, GO:0050789, GO:0031323, GO:0031324","GO:0045910"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:1902494, GO:0140535, GO:1905347, GO:0032991, GO:1990391, GO:1905348, GO:0005575","GO:0009380"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0008150, GO:0009056, GO:0008152, GO:1901575, GO:0009313, GO:0009311, GO:0044238, GO:0005984, GO:0005975, GO:0005988, GO:0046352, GO:0016052, GO:0071704","GO:0005990"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0090304, GO:0008150, GO:0006281, GO:1901360, GO:0008152, GO:0006974, GO:0044238, GO:0006259, GO:0044237, GO:0006139, GO:0006950, GO:0009987, GO:0043170, GO:0006725, GO:0046483, GO:0006807, GO:0051716, GO:0033554, GO:0034641, GO:0071704, GO:0050896","GO:0006298"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0019637, GO:0008150, GO:0008152, GO:1901576, GO:1901135, GO:1901137, GO:0009058, GO:0006793, GO:0044237, GO:0006796, GO:0009987, GO:0052863, GO:0090407, GO:0071704","GO:0052865"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0008150, GO:0009628, GO:0009408, GO:0009266, GO:0051716, GO:0033554, GO:0006950, GO:0009987, GO:0050896","GO:0034605"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0008150, GO:0042221, GO:0050896","GO:0046677"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0019439, GO:0019637, GO:1901361, GO:1901360, GO:0009056, GO:0046434, GO:0044238, GO:0044237, GO:0009117, GO:0044281, GO:0046483, GO:0034641, GO:0008150, GO:1901292, GO:0055086, GO:0008152, GO:1901575, GO:0046700, GO:0006793, GO:0006139, GO:0044248, GO:0006796, GO:0009987, GO:0006753, GO:0044270, GO:0006725, GO:0006807, GO:0034655, GO:0071704","GO:0009166"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0090304, GO:0008150, GO:0006281, GO:1901360, GO:0008152, GO:0006974, GO:0006259, GO:0044238, GO:0006139, GO:0044237, GO:0009987, GO:0006950, GO:0043170, GO:0006725, GO:0046483, GO:0006807, GO:0051716, GO:0033554, GO:0034641, GO:0071704, GO:0050896","GO:0006289"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0008150, GO:0051179, GO:0051234, GO:0006810, GO:0071702","GO:0008643"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0008150","GO:0050896"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0003824, GO:0016772, GO:0016740, GO:0016301, GO:0003674, GO:0016776","GO:0008976"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0032991, GO:0005575","GO:0033104"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:1901363, GO:1901265, GO:0043167, GO:0036094, GO:0043168, GO:0005488, GO:0003674, GO:0000166, GO:0032559, GO:0035639, GO:0097159, GO:0097367, GO:0017076, GO:0032553, GO:0030554, GO:0032555","GO:0005524"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0003824, GO:0015925, GO:0004553, GO:0003674, GO:0016787, GO:0016798","GO:0004565"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0008150, GO:0016043, GO:0071554, GO:0071840, GO:0045229, GO:0009987","GO:0071555"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0009273, GO:0006024, GO:1901564, GO:0009059, GO:0044038, GO:0006022, GO:0006023, GO:0009058, GO:1901566, GO:0044237, GO:0043170, GO:0044085, GO:0071554, GO:0030203, GO:0008150, GO:0008152, GO:1901576, GO:1901135, GO:1901137, GO:0044249, GO:0009987, GO:0042546, GO:0006807, GO:0000270, GO:0071840, GO:0071704","GO:0009252"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0006082, GO:0008150, GO:0008152, GO:1901576, GO:0009059, GO:0009058, GO:0044238, GO:0044249, GO:0044237, GO:0009987, GO:0043436, GO:0005976, GO:0043170, GO:0046394, GO:0044281, GO:0005975, GO:0044283, GO:0000271, GO:0016051, GO:0016053, GO:0042120, GO:0019752, GO:0071704","GO:0042121"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0090304, GO:0008150, GO:1901360, GO:0006260, GO:0008152, GO:0006259, GO:0044238, GO:0006139, GO:0044237, GO:0009987, GO:0043170, GO:0006725, GO:0046483, GO:0006807, GO:0034641, GO:0071704","GO:0006261"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0019538, GO:0036211, GO:0007154, GO:1901564, GO:0006468, GO:0044238, GO:0044237, GO:0003674, GO:0043170, GO:0018193, GO:0050794, GO:0003824, GO:0000160, GO:0016310, GO:0016772, GO:0016773, GO:0016775, GO:0050896, GO:0035556, GO:0140299, GO:0065007, GO:0008150, GO:0140096, GO:0007165, GO:0008152, GO:0004672, GO:0006793, GO:0004673, GO:0043412, GO:0009987, GO:0006796, GO:0006807, GO:0023052, GO:0051716, GO:0018202, GO:0016740, GO:0016301, GO:0050789, GO:0071704, GO:0018106","GO:0000155"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0110165, GO:0005575, GO:0005622","GO:0005737"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0043170, GO:0005976, GO:0008150, GO:0005975, GO:0009057, GO:0009056, GO:0016052, GO:0008152, GO:1901575, GO:0044238, GO:0071704","GO:0000272"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0004557, GO:0003824, GO:0015925, GO:0004553, GO:0003674, GO:0016787, GO:0016798","GO:0052692"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0043167, GO:0043169, GO:0036094, GO:0005488, GO:0003674","GO:0046872"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0008150, GO:0005975, GO:0009056, GO:0008152, GO:1901575, GO:0044238, GO:0071704","GO:0016052"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0008150, GO:0008152, GO:0044238, GO:0071704","GO:0005975"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0008150, GO:0055085, GO:0051234, GO:0051179, GO:0022857, GO:0042908, GO:0006810, GO:0009987, GO:0003674, GO:0005215","GO:0042910"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0016020, GO:0110165, GO:0030312, GO:0005575, GO:0031975, GO:0019867, GO:0071944, GO:0030313","GO:0009279"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0008150, GO:0055085, GO:0051234, GO:0051179, GO:0022857, GO:0022804, GO:0015291, GO:0006810, GO:0005215, GO:0009987, GO:0003674","GO:0015297"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0010383, GO:0008150, GO:0016998, GO:0009057, GO:0009056, GO:0008152, GO:0044036, GO:1901575, GO:0044238, GO:0044347, GO:0009987, GO:0043170, GO:0005976, GO:0005975, GO:0045491, GO:0000272, GO:0016052, GO:2000895, GO:0071554, GO:0071704, GO:0010410","GO:0045493"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0009251, GO:0008150, GO:0009057, GO:0009056, GO:0008152, GO:1901575, GO:0044238, GO:0005976, GO:0043170, GO:0005975, GO:0000272, GO:0051275, GO:0044042, GO:0016052, GO:0051273, GO:0030243, GO:0071704","GO:0030245"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0005488, GO:0003674","GO:0030246"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0003676, GO:0003677, GO:0097159, GO:0003690, GO:0005488, GO:0003674","GO:0030983"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0003824, GO:0003674, GO:0016787, GO:0016798","GO:0004553"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0008150, GO:0032392, GO:0008094, GO:0140097, GO:0004386, GO:0006996, GO:0009987, GO:0003674, GO:0140657, GO:0051276, GO:0003824, GO:0032508, GO:0016043, GO:0071840, GO:0071103, GO:0140640","GO:0003678"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0065007, GO:0065008, GO:0008150, GO:0050793, GO:0022604, GO:0000902, GO:0048856, GO:0009653, GO:0022603, GO:0032502, GO:0050789","GO:0008360"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0003824, GO:0140657, GO:0016817, GO:0016818, GO:0016462, GO:0017111, GO:0003674, GO:0016787","GO:0016887"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0034470, GO:1901360, GO:0009451, GO:0009059, GO:0009058, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0016070, GO:0034641, GO:0090304, GO:0008150, GO:0008033, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0006396, GO:0044249, GO:0043412, GO:0006139, GO:0009987, GO:0006725, GO:0006807, GO:0010467, GO:0071704","GO:0006400"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0043229, GO:0043232, GO:0005694, GO:0043226, GO:0110165, GO:0005575, GO:0005622, GO:0043228, GO:0005657, GO:0032993, GO:0032991, GO:0030894","GO:1990077"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0043229, GO:0043232, GO:0043226, GO:0110165, GO:0005575, GO:0005622, GO:0043228","GO:0005694"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0003676, GO:0003723, GO:0097159, GO:0005488, GO:0003674","GO:0000049"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0003824, GO:0015926, GO:0004553, GO:0003674, GO:0016787, GO:0016798","GO:0008422"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:1901360, GO:1901362, GO:0009059, GO:0009058, GO:0044238, GO:0044237, GO:0003674, GO:0043170, GO:0046483, GO:0018130, GO:0003824, GO:0071897, GO:0034641, GO:0016772, GO:0090304, GO:0008150, GO:0016779, GO:0034061, GO:0140097, GO:0008152, GO:1901576, GO:0006259, GO:0044249, GO:0006139, GO:0009987, GO:0006725, GO:0044271, GO:0006807, GO:0034654, GO:0016740, GO:0071704, GO:0019438, GO:0140640","GO:0003887"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0003676, GO:0003677, GO:0097159, GO:0005488, GO:0003674","GO:0003684"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0008150, GO:0009987","GO:0051301"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0090304, GO:0008150, GO:1901360, GO:0008152, GO:0006259, GO:0044238, GO:0044237, GO:0006139, GO:0009987, GO:0006725, GO:0043170, GO:0046483, GO:0006807, GO:0034641, GO:0071704","GO:0006310"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0008150, GO:0007154, GO:0009991, GO:0006974, GO:0009987, GO:0006950, GO:0031668, GO:0009605, GO:0071496, GO:0051716, GO:0033554, GO:0050896","GO:0009432"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0090304, GO:0008150, GO:0006281, GO:1901360, GO:0008152, GO:0006974, GO:0044238, GO:0006259, GO:0044237, GO:0006139, GO:0006950, GO:0009987, GO:0043170, GO:0006725, GO:0046483, GO:0006807, GO:0051716, GO:0033554, GO:0034641, GO:0071704, GO:0050896","GO:0006298"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0090304, GO:0008150, GO:1901360, GO:0008152, GO:0006996, GO:0006259, GO:0044238, GO:0006139, GO:0044237, GO:0009987, GO:0006725, GO:0043170, GO:0046483, GO:0051276, GO:0006807, GO:0016043, GO:0071840, GO:0071103, GO:0034641, GO:0071704","GO:0006265"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0008150, GO:0009987","GO:0007049"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0003824, GO:0016817, GO:0016818, GO:0017111, GO:0016462, GO:0003674, GO:0016787","GO:0003924"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0003824, GO:0003674","GO:0016787"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0097159, GO:1901363, GO:0043167, GO:0036094, GO:0043168, GO:0070279, GO:0005488, GO:0019842, GO:0003674","GO:0030170"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:1902494, GO:0032991, GO:0005575","GO:0009341"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0009250, GO:0008150, GO:0006091, GO:0015980, GO:0008152, GO:1901576, GO:0006112, GO:0009059, GO:0009058, GO:0044238, GO:0044249, GO:0044237, GO:0009987, GO:0005976, GO:0043170, GO:0005975, GO:0005977, GO:0000271, GO:0044042, GO:0016051, GO:0071704","GO:0005978"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0033293, GO:1901363, GO:1901681, GO:0043167, GO:0043177, GO:0036094, GO:0043168, GO:0005488, GO:0003674, GO:0031406, GO:0097159, GO:0033218","GO:0008658"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0046914, GO:0046872, GO:0043167, GO:0043169, GO:0036094, GO:0005488, GO:0003674","GO:0008270"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0051540, GO:0036094, GO:0005488, GO:0051536, GO:0003674","GO:0051539"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0008150, GO:0032502, GO:0048869, GO:0009987","GO:0009847"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:1901363, GO:0032561, GO:1901265, GO:0043167, GO:0036094, GO:0043168, GO:0005488, GO:0003674, GO:0000166, GO:0035639, GO:0097159, GO:0097367, GO:0019001, GO:0017076, GO:0032553, GO:0032555","GO:0005525"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0046915, GO:0015075, GO:0008324, GO:0046873, GO:0098660, GO:0003674, GO:0005215, GO:0022890, GO:0006811, GO:0006812, GO:0000041, GO:0098655, GO:0030001, GO:0008150, GO:0055085, GO:0005381, GO:0022857, GO:0034220, GO:0006810, GO:0009987, GO:0098662, GO:0051179, GO:0051234, GO:0006826, GO:0015318, GO:0034755","GO:0015093"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0003824, GO:0015928, GO:0004553, GO:0003674, GO:0016787, GO:0016798","GO:0004560"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0016757, GO:0016758, GO:0003824, GO:0016740, GO:0003674","GO:0004134"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0016788, GO:0003824, GO:0003674, GO:0016787","GO:0008484"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0008150, GO:0042626, GO:0015399, GO:0055085, GO:0022857, GO:0022804, GO:0034220, GO:0015075, GO:0008324, GO:0022853, GO:0006810, GO:0003674, GO:0009987, GO:0005215, GO:0006811, GO:0006812, GO:0051234, GO:0051179, GO:0140657, GO:0098655","GO:0019829"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:1901360, GO:1901362, GO:0006260, GO:0006261, GO:0009059, GO:0009058, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0016070, GO:0018130, GO:0034641, GO:0090304, GO:0008150, GO:0008152, GO:1901576, GO:0006259, GO:0044249, GO:0006139, GO:0009987, GO:0006725, GO:0044271, GO:0006807, GO:0034654, GO:0032774, GO:0071704, GO:0019438","GO:0006269"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0004645, GO:0016757, GO:0016758, GO:0003824, GO:0016740, GO:0003674","GO:0008184"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0140097, GO:0003824, GO:0003916, GO:0003674, GO:0140640, GO:0016853","GO:0003917"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0016788, GO:1901360, GO:0004520, GO:0044238, GO:0044237, GO:0003674, GO:0043170, GO:0046483, GO:0004536, GO:0003824, GO:0004519, GO:0004518, GO:0034641, GO:0090304, GO:0008150, GO:0140097, GO:0008152, GO:0006259, GO:0006139, GO:0009987, GO:0006725, GO:0006807, GO:0071704, GO:0140640, GO:0016787","GO:0009381"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0016788, GO:0004527, GO:0003824, GO:0004518, GO:0003674, GO:0016787","GO:0008408"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0003824, GO:0003674, GO:0016787","GO:0016798"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0140096, GO:0017171, GO:0003824, GO:0008233, GO:0003674, GO:0016787","GO:0008236"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0019637, GO:0008150, GO:0008152, GO:1901576, GO:1901135, GO:1901137, GO:0009058, GO:0006793, GO:0044237, GO:0006796, GO:0009987, GO:0052863, GO:0090407, GO:0071704","GO:0052865"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0003824, GO:0016740, GO:0003674","GO:0016746"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0046872, GO:0043167, GO:0036094, GO:0043169, GO:0005488, GO:0003674","GO:0000287"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0090304, GO:0008150, GO:1901360, GO:0140097, GO:0008152, GO:0006310, GO:0044238, GO:0006259, GO:0044237, GO:0006139, GO:0009987, GO:0003674, GO:0006725, GO:0043170, GO:0046483, GO:0006807, GO:0003824, GO:0034641, GO:0071704, GO:0140640","GO:0000150"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0140096, GO:0004180, GO:0017171, GO:0003824, GO:0008236, GO:0004185, GO:0008233, GO:0008238, GO:0003674, GO:0016787, GO:0070008","GO:0009002"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0043648, GO:0006082, GO:0170033, GO:0170034, GO:1901564, GO:0006520, GO:0009058, GO:1901566, GO:0044238, GO:0170039, GO:0044237, GO:0170038, GO:0044281, GO:0006536, GO:0044283, GO:0016053, GO:0009064, GO:0008150, GO:0009084, GO:0008152, GO:1901576, GO:0043650, GO:0008652, GO:0044249, GO:0009987, GO:0043436, GO:0046394, GO:1901605, GO:1901607, GO:0006807, GO:0019752, GO:0071704","GO:0006537"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0043167, GO:0036094, GO:0005488, GO:0003674","GO:0043169"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0043604, GO:0043603, GO:0019538, GO:1901360, GO:0006520, GO:1901564, GO:0009059, GO:0009058, GO:1901566, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0006418, GO:0016070, GO:0006518, GO:0034641, GO:0090304, GO:0008150, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0043039, GO:0044249, GO:0043038, GO:0006139, GO:0009987, GO:0006412, GO:0006725, GO:0044271, GO:0006807, GO:0043043, GO:0010467, GO:0071704","GO:0006424"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0009064, GO:0006082, GO:0008150, GO:0170033, GO:0008152, GO:0006520, GO:1901564, GO:0170039, GO:0044238, GO:0044237, GO:0009987, GO:0043436, GO:0044281, GO:1901605, GO:0006807, GO:0019752, GO:0071704","GO:0006541"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0016020, GO:0110165, GO:0005575, GO:0071944","GO:0005886"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0008150, GO:0008152, GO:1901576, GO:0008610, GO:0044255, GO:0009058, GO:0008299, GO:0044238, GO:0044249, GO:0006721, GO:0044237, GO:0009987, GO:0006720, GO:0006629, GO:0071704","GO:0016114"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0051540, GO:0036094, GO:0005488, GO:0003674","GO:0051536"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0140096, GO:0140657, GO:0003824, GO:0008233, GO:0003674, GO:0016787","GO:0004176"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0015929, GO:0003824, GO:0004553, GO:0003674, GO:0016787, GO:0016798","GO:0004563"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:1901360, GO:1901362, GO:0006040, GO:0009058, GO:0044238, GO:0044237, GO:0044281, GO:0046483, GO:0018130, GO:0034641, GO:0008150, GO:0055086, GO:0008152, GO:1901576, GO:0009226, GO:1901135, GO:0009225, GO:0006793, GO:1901137, GO:0044249, GO:0006139, GO:0046349, GO:0009987, GO:0006725, GO:0044271, GO:0006807, GO:0019276, GO:0034654, GO:0071704, GO:0019438","GO:0019277"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0008094, GO:0140097, GO:0140657, GO:0003824, GO:0003916, GO:0003674, GO:0140640, GO:0016853","GO:0003918"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0110165, GO:0005575","GO:0071944"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0140096, GO:0003824, GO:0008233, GO:0003674, GO:0008238, GO:0016787","GO:0004177"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0016757, GO:0016758, GO:0003824, GO:0016740, GO:0003674","GO:0003844"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:1902494, GO:0140535, GO:1905347, GO:0032991, GO:1990391, GO:1905348, GO:0005575","GO:0009380"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0003676, GO:0003677, GO:0097159, GO:0005488, GO:0003674","GO:0043565"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0015698, GO:0008150, GO:0051234, GO:0051179, GO:0006817, GO:0006810","GO:0044341"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0003824, GO:0016740, GO:0003674","GO:0016757"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:1901360, GO:1901362, GO:0006260, GO:0006261, GO:0009059, GO:0009058, GO:0044238, GO:0044237, GO:0003674, GO:0006269, GO:0043170, GO:0046483, GO:0016070, GO:0018130, GO:0003824, GO:0016772, GO:0097747, GO:0034641, GO:0140098, GO:0090304, GO:0008150, GO:0016779, GO:0034062, GO:0008152, GO:1901576, GO:0006259, GO:0044249, GO:0006139, GO:0009987, GO:0006725, GO:0003899, GO:0044271, GO:0006807, GO:0034654, GO:0032774, GO:0016740, GO:0071704, GO:0019438, GO:0140640","GO:0003896"
"fecal.Control.control_vs_fecal.CU.3.meses","GO:0090304, GO:0008150, GO:0006281, GO:1901360, GO:0008152, GO:0006974, GO:0006259, GO:0044238, GO:0006139, GO:0044237, GO:0009987, GO:0006950, GO:0043170, GO:0006725, GO:0046483, GO:0006807, GO:0051716, GO:0033554, GO:0034641, GO:0071704, GO:0050896","GO:0006289"
